id,title,body,category,priority
228,Problema con schermata blu,"Da ieri il/la schermata blu ha smesso di funzionare. Impossibile lavorare. Situazione bloccante, serve risposta immediata.",Tecnico,alta
351,Segnalazione su spedizione,Il/la spedizione necessita revisione. Si prega di intervenire.,Commerciale,bassa
482,Segnalazione su preventivo,"Gentilmente, il/la preventivo è scaduto. Attendo aggiornamento.",Commerciale,bassa
71,Segnalazione errore su F24,"Segnalo che il/la F24 presenta anomalie e necessita intervento. La scadenza è imminente, serve un riscontro.",Amministrazione,media
297,Assistenza per stampante di rete,Il/la stampante di rete non funziona correttamente da questa mattina.,Tecnico,bassa
136,Problema con estratto conto,Segnalo che il/la estratto conto non corrisponde e necessita intervento.,Amministrazione,bassa
468,Problema con contratto di fornitura,Segnalo che il/la contratto di fornitura non corrisponde alla richiesta.,Commerciale,bassa
257,lentezza del PC non disponibile,"Urgente: lentezza del PC non si avvia, reparto fermo.",Tecnico,bassa
421,Problema con preventivo,Il cliente ha segnalato che il/la preventivo deve essere aggiornato. Urgente: il reparto è fermo.,Commerciale,alta
434,campione gratuito da rivedere,"Gentilmente, il/la campione gratuito non corrisponde alla richiesta. Attendo aggiornamento.",Commerciale,bassa
137,Anomalia partita IVA,"Segnalo che il/la partita IVA va ricalcolato e necessita intervento. Situazione bloccante, serve risposta immediata.",Amministrazione,alta
451,Modifica campione gratuito,Il cliente ha segnalato che il/la campione gratuito necessita revisione. C'è un ritardo significativo da gestire.,Commerciale,media
5,Problema con pagamento,"Il documento pagamento presenta anomalie, si prega di verificare. È un errore critico che impedisce l'operatività.",Amministrazione,alta
327,Guasto stampante di rete,Il/la stampante di rete mostra messaggi di errore. Ho già provato a riavviare. Sollecito cortesemente una risposta.,Tecnico,media
405,Problema con listino prezzi,Segnalo che il/la listino prezzi contiene errori. Attendo riscontro entro oggi se possibile.,Commerciale,media
354,Segnalazione su preventivo,"Buongiorno, il/la preventivo contiene errori. Urgente per il cliente. Urgente: il reparto è fermo.",Commerciale,alta
234,Malfunzionamento errore di sistema,Ho riscontrato che il/la errore di sistema mostra messaggi di errore. Attendo riscontro entro oggi se possibile.,Tecnico,media
299,Guasto lentezza del PC,"Urgente: lentezza del PC ha smesso di funzionare, reparto fermo.",Tecnico,bassa
317,Problema con software gestionale,Segnalo che software gestionale non funziona correttamente. Serve intervento tecnico.,Tecnico,bassa
291,Problema con lentezza del PC,Da ieri il/la lentezza del PC non funziona correttamente. Impossibile lavorare. C'è un ritardo significativo da gestire.,Tecnico,media
159,Anomalia nota di credito,"Il documento nota di credito risulta errato, si prega di verificare. È un errore critico che impedisce l'operatività.",Amministrazione,alta
16,Anomalia F24,"Buongiorno, il/la F24 non è stato emesso. Chiedo assistenza. È un errore critico che impedisce l'operatività.",Amministrazione,alta
96,Verifica registro contabile,"Buongiorno, il/la registro contabile risulta errato. Chiedo assistenza. Il sistema è down, emergenza.",Amministrazione,alta
117,Anomalia scadenza fiscale,In riferimento al/alla scadenza fiscale: è stato rifiutato. Attendo riscontro.,Amministrazione,bassa
130,Verifica dichiarazione IVA,In riferimento al/alla dichiarazione IVA: deve essere corretto. Attendo riscontro.,Amministrazione,bassa
56,Problema con scadenza fiscale,Il/la scadenza fiscale relativo al mese corrente non è stato emesso. C'è un ritardo significativo da gestire.,Amministrazione,media
3,Segnalazione errore su fattura,"Segnalo che il/la fattura risulta errato e necessita intervento. La scadenza è imminente, serve un riscontro.",Amministrazione,media
259,software gestionale non disponibile,Ho riscontrato che il/la software gestionale richiede aggiornamento.,Tecnico,bassa
182,Problema con backup,Segnalo che backup ha smesso di funzionare. Serve intervento tecnico. Impossibile lavorare senza risoluzione.,Tecnico,alta
260,Guasto crash applicazione,"Urgente: crash applicazione genera un errore, reparto fermo. L'anomalia va risolta in tempi brevi.",Tecnico,media
60,ravvedimento operoso non conforme,Il/la ravvedimento operoso relativo al mese corrente è in sospeso.,Amministrazione,bassa
162,Richiesta correzione bonifico,Segnalo che il/la bonifico risulta errato e necessita intervento.,Amministrazione,bassa
491,Problema con scontistica,"Il/la scontistica va modificato. Chiedo cortesemente una verifica. Situazione bloccante, serve risposta immediata.",Commerciale,alta
492,ordine cliente da rivedere,"Gentilmente, il/la ordine cliente necessita revisione. Attendo aggiornamento.",Commerciale,bassa
396,Modifica trattativa,Il/la trattativa non corrisponde alla richiesta. Chiedo cortesemente una verifica. Sollecito cortesemente una risposta.,Commerciale,media
4,fattura non conforme,Il/la fattura relativo al mese corrente deve essere corretto.,Amministrazione,bassa
370,consegna da rivedere,Segnalo che il/la consegna è stato annullato.,Commerciale,bassa
39,Problema con fattura,"Buongiorno, il/la fattura non corrisponde. Chiedo assistenza.",Amministrazione,bassa
417,reso merce da rivedere,"Il/la reso merce non è stato inviato. Chiedo cortesemente una verifica. La scadenza è imminente, serve un riscontro.",Commerciale,media
495,Modifica scontistica,Il/la scontistica non corrisponde alla richiesta. Si prega di intervenire. L'anomalia va risolta in tempi brevi.,Commerciale,media
363,Problema con reso merce,"Il/la reso merce non corrisponde alla richiesta. Chiedo cortesemente una verifica. La scadenza è imminente, serve un riscontro.",Commerciale,media
270,Errore server aziendale,"Segnalo che server aziendale non si avvia. Serve intervento tecnico. Situazione bloccante, serve risposta immediata.",Tecnico,alta
400,Modifica consegna,"Il cliente ha segnalato che il/la consegna richiede approvazione. La scadenza è imminente, serve un riscontro.",Commerciale,media
385,Modifica trattativa,Il/la trattativa deve essere aggiornato. Chiedo cortesemente una verifica. Sollecito cortesemente una risposta.,Commerciale,media
181,connessione VPN non disponibile,"Ho riscontrato che il/la connessione VPN è irraggiungibile. La scadenza è imminente, serve un riscontro.",Tecnico,media
87,Segnalazione errore su dichiarazione IVA,"Buongiorno, il/la dichiarazione IVA non corrisponde. Chiedo assistenza.",Amministrazione,bassa
437,Richiesta aggiornamento trattativa,"Buongiorno, il/la trattativa richiede approvazione. Urgente per il cliente.",Commerciale,bassa
252,Guasto lentezza del PC,"Urgente: lentezza del PC non funziona correttamente, reparto fermo. Il sistema è down, emergenza.",Tecnico,alta
251,crash applicazione non disponibile,Da ieri il/la crash applicazione presenta malfunzionamenti. Impossibile lavorare.,Tecnico,bassa
132,Richiesta correzione ricevuta,"Segnalo che il/la ricevuta risulta errato e necessita intervento. Situazione bloccante, serve risposta immediata.",Amministrazione,alta
173,Malfunzionamento software gestionale,"Ho riscontrato che il/la software gestionale richiede aggiornamento. La scadenza è imminente, serve un riscontro.",Tecnico,media
256,Problema con lentezza del PC,Da ieri il/la lentezza del PC si blocca all'avvio. Impossibile lavorare. Urgente: il reparto è fermo.,Tecnico,alta
411,catalogo prodotti da rivedere,"Segnalo che il/la catalogo prodotti è stato annullato. Situazione bloccante, serve risposta immediata.",Commerciale,alta
378,Segnalazione su promozione,Il cliente ha segnalato che il/la promozione non corrisponde alla richiesta.,Commerciale,bassa
439,Problema con preventivo,Il cliente ha segnalato che il/la preventivo è stato annullato. C'è un ritardo significativo da gestire.,Commerciale,media
169,Problema con password utente,Da ieri il/la password utente ha smesso di funzionare. Impossibile lavorare. Sollecito cortesemente una risposta.,Tecnico,media
101,Anomalia rimborso,"Il documento rimborso presenta anomalie, si prega di verificare. Il sistema è down, emergenza.",Amministrazione,alta
79,Problema con F24,In riferimento al/alla F24: non è stato emesso. Attendo riscontro. Impossibile lavorare senza risoluzione.,Amministrazione,alta
152,Problema con bilancio,Il/la bilancio relativo al mese corrente presenta anomalie.,Amministrazione,bassa
346,Problema con consegna,"Buongiorno, il/la consegna non è stato ricevuto. Urgente per il cliente. La scadenza è imminente, serve un riscontro.",Commerciale,media
298,backup non disponibile,Ho riscontrato che il/la backup mostra messaggi di errore.,Tecnico,bassa
423,Richiesta aggiornamento trattativa,Il/la trattativa deve essere aggiornato. Chiedo cortesemente una verifica. L'anomalia va risolta in tempi brevi.,Commerciale,media
75,Problema con nota di credito,Segnalo che il/la nota di credito non è stato registrato e necessita intervento. È un errore critico che impedisce l'operatività.,Amministrazione,alta
384,Sollecito listino prezzi,Il/la listino prezzi necessita revisione. Chiedo cortesemente una verifica. È un errore critico che impedisce l'operatività.,Commerciale,alta
24,Richiesta correzione partita IVA,"Buongiorno, il/la partita IVA presenta anomalie. Chiedo assistenza.",Amministrazione,bassa
347,Problema con offerta commerciale,"Buongiorno, il/la offerta commerciale va modificato. Urgente per il cliente. Urgente: il reparto è fermo.",Commerciale,alta
161,bonifico non conforme,"Il documento bonifico non corrisponde, si prega di verificare.",Amministrazione,bassa
334,Errore connessione VPN,Il/la connessione VPN genera un errore. Ho già provato a riavviare. Attendo riscontro entro oggi se possibile.,Tecnico,media
326,Errore bug nel software,Segnalo che bug nel software mostra messaggi di errore. Serve intervento tecnico. Impossibile lavorare senza risoluzione.,Tecnico,alta
364,Segnalazione su campione gratuito,Segnalo che il/la campione gratuito è scaduto. Attendo riscontro entro oggi se possibile.,Commerciale,media
241,Malfunzionamento database,Il/la database non si avvia da questa mattina.,Tecnico,bassa
51,Segnalazione errore su pagamento,Il/la pagamento relativo al mese corrente è in sospeso. Sollecito cortesemente una risposta.,Amministrazione,media
302,Problema con backup,Ho riscontrato che il/la backup mostra messaggi di errore.,Tecnico,bassa
255,Problema con software gestionale,Il/la software gestionale presenta malfunzionamenti da questa mattina. C'è un ritardo significativo da gestire.,Tecnico,media
263,Errore stampante di rete,Ho riscontrato che il/la stampante di rete genera un errore. Urgente: il reparto è fermo.,Tecnico,alta
185,Errore password utente,Il/la password utente non si avvia da questa mattina. Attendo riscontro entro oggi se possibile.,Tecnico,media
134,Problema con scadenza fiscale,"Il documento scadenza fiscale deve essere corretto, si prega di verificare. La scadenza è imminente, serve un riscontro.",Amministrazione,media
158,Anomalia F24,Si richiede la rettifica del/della F24 in quanto risulta errato.,Amministrazione,bassa
184,Assistenza per database,"Il/la database si blocca all'avvio da questa mattina. La scadenza è imminente, serve un riscontro.",Tecnico,media
274,backup non disponibile,Il/la backup richiede aggiornamento. Ho già provato a riavviare. L'anomalia va risolta in tempi brevi.,Tecnico,media
239,Problema con aggiornamento firmware,Il/la aggiornamento firmware non si avvia da questa mattina.,Tecnico,bassa
462,Segnalazione su consegna,Segnalo che il/la consegna è stato annullato. C'è un ritardo significativo da gestire.,Commerciale,media
145,F24 non conforme,"Il documento F24 presenta anomalie, si prega di verificare. Attendo riscontro entro oggi se possibile.",Amministrazione,media
390,Sollecito offerta commerciale,Segnalo che il/la offerta commerciale deve essere aggiornato. L'anomalia va risolta in tempi brevi.,Commerciale,media
283,database non disponibile,Il/la database non si avvia da questa mattina. Sollecito cortesemente una risposta.,Tecnico,media
123,Segnalazione errore su bonifico,Si richiede la rettifica del/della bonifico in quanto va ricalcolato. Attendo riscontro entro oggi se possibile.,Amministrazione,media
204,Guasto server aziendale,Segnalo che server aziendale ha smesso di funzionare. Serve intervento tecnico. Impossibile lavorare senza risoluzione.,Tecnico,alta
386,lead commerciale da rivedere,"Gentilmente, il/la lead commerciale contiene errori. Attendo aggiornamento. C'è un ritardo significativo da gestire.",Commerciale,media
341,Sollecito spedizione,Il cliente ha segnalato che il/la spedizione deve essere aggiornato.,Commerciale,bassa
319,backup non disponibile,Il/la backup genera un errore. Ho già provato a riavviare. L'anomalia va risolta in tempi brevi.,Tecnico,media
460,Problema con preventivo,Il/la preventivo deve essere aggiornato. Chiedo cortesemente una verifica.,Commerciale,bassa
480,Segnalazione su contratto di fornitura,"Buongiorno, il/la contratto di fornitura non è stato inviato. Urgente per il cliente. C'è un ritardo significativo da gestire.",Commerciale,media
109,Anomalia ricevuta,Si richiede la rettifica del/della ricevuta in quanto è in sospeso. Sollecito cortesemente una risposta.,Amministrazione,media
8,Anomalia ravvedimento operoso,In riferimento al/alla ravvedimento operoso: necessita di verifica. Attendo riscontro. È un errore critico che impedisce l'operatività.,Amministrazione,alta
156,Anomalia nota di credito,"Il documento nota di credito va ricalcolato, si prega di verificare. C'è un ritardo significativo da gestire.",Amministrazione,media
171,firewall non disponibile,"Urgente: firewall non risponde ai comandi, reparto fermo.",Tecnico,bassa
107,Segnalazione errore su F24,Segnalo che il/la F24 non è stato emesso e necessita intervento. L'anomalia va risolta in tempi brevi.,Amministrazione,media
246,Malfunzionamento schermata blu,Il/la schermata blu non funziona correttamente da questa mattina. C'è un ritardo significativo da gestire.,Tecnico,media
404,Segnalazione su consegna,"Il cliente ha segnalato che il/la consegna contiene errori. La scadenza è imminente, serve un riscontro.",Commerciale,media
287,Problema con aggiornamento firmware,Segnalo che aggiornamento firmware richiede aggiornamento. Serve intervento tecnico.,Tecnico,bassa
301,Malfunzionamento errore di sistema,Il/la errore di sistema mostra messaggi di errore. Ho già provato a riavviare. Attendo riscontro entro oggi se possibile.,Tecnico,media
433,trattativa da rivedere,Il cliente ha segnalato che il/la trattativa non è stato inviato. Urgente: il reparto è fermo.,Commerciale,alta
38,Richiesta correzione ravvedimento operoso,"Il documento ravvedimento operoso non corrisponde, si prega di verificare. L'anomalia va risolta in tempi brevi.",Amministrazione,media
21,Anomalia registro contabile,"In riferimento al/alla registro contabile: non è stato registrato. Attendo riscontro. Situazione bloccante, serve risposta immediata.",Amministrazione,alta
309,Malfunzionamento aggiornamento firmware,"Segnalo che aggiornamento firmware genera un errore. Serve intervento tecnico. La scadenza è imminente, serve un riscontro.",Tecnico,media
310,Malfunzionamento bug nel software,"Urgente: bug nel software non si avvia, reparto fermo. Sollecito cortesemente una risposta.",Tecnico,media
471,Problema con offerta commerciale,Segnalo che il/la offerta commerciale è stato annullato. È un errore critico che impedisce l'operatività.,Commerciale,alta
138,Problema con partita IVA,"Buongiorno, il/la partita IVA è stato rifiutato. Chiedo assistenza. Attendo riscontro entro oggi se possibile.",Amministrazione,media
27,Anomalia pagamento,"Il documento pagamento non è stato registrato, si prega di verificare. Sollecito cortesemente una risposta.",Amministrazione,media
98,Problema con rimborso,"Buongiorno, il/la rimborso non è stato registrato. Chiedo assistenza.",Amministrazione,bassa
275,Guasto errore di sistema,"Urgente: errore di sistema non si avvia, reparto fermo. C'è un ritardo significativo da gestire.",Tecnico,media
48,Verifica bonifico,"Il documento bonifico è in sospeso, si prega di verificare. C'è un ritardo significativo da gestire.",Amministrazione,media
190,Guasto stampante di rete,"Urgente: stampante di rete mostra messaggi di errore, reparto fermo. Attendo riscontro entro oggi se possibile.",Tecnico,media
231,Assistenza per rete interna,"Il/la rete interna richiede aggiornamento. Ho già provato a riavviare. La scadenza è imminente, serve un riscontro.",Tecnico,media
41,Richiesta correzione nota di credito,In riferimento al/alla nota di credito: non è stato emesso. Attendo riscontro.,Amministrazione,bassa
332,Errore lentezza del PC,Segnalo che lentezza del PC si blocca all'avvio. Serve intervento tecnico.,Tecnico,bassa
170,Guasto software gestionale,Da ieri il/la software gestionale genera un errore. Impossibile lavorare. Attendo riscontro entro oggi se possibile.,Tecnico,media
105,registro contabile non conforme,"Buongiorno, il/la registro contabile non è stato emesso. Chiedo assistenza. La scadenza è imminente, serve un riscontro.",Amministrazione,media
131,Richiesta correzione bonifico,"Il documento bonifico è stato rifiutato, si prega di verificare. L'anomalia va risolta in tempi brevi.",Amministrazione,media
125,Segnalazione errore su estratto conto,Il/la estratto conto relativo al mese corrente va ricalcolato. Attendo riscontro entro oggi se possibile.,Amministrazione,media
199,lentezza del PC non disponibile,"Urgente: lentezza del PC ha smesso di funzionare, reparto fermo.",Tecnico,bassa
464,contratto di fornitura da rivedere,"Buongiorno, il/la contratto di fornitura è stato annullato. Urgente per il cliente. Sollecito cortesemente una risposta.",Commerciale,media
272,Errore aggiornamento firmware,Il/la aggiornamento firmware genera un errore. Ho già provato a riavviare. C'è un ritardo significativo da gestire.,Tecnico,media
379,Richiesta aggiornamento trattativa,Il/la trattativa necessita revisione. Chiedo cortesemente una verifica. Sollecito cortesemente una risposta.,Commerciale,media
362,Sollecito preventivo,Segnalo che il/la preventivo è stato annullato. C'è un ritardo significativo da gestire.,Commerciale,media
383,Sollecito consegna,Il/la consegna è scaduto. Chiedo cortesemente una verifica. Urgente: il reparto è fermo.,Commerciale,alta
288,Errore stampante di rete,"Urgente: stampante di rete genera un errore, reparto fermo.",Tecnico,bassa
30,Problema con rimborso,"Buongiorno, il/la rimborso va ricalcolato. Chiedo assistenza.",Amministrazione,bassa
447,Segnalazione su catalogo prodotti,Il/la catalogo prodotti è stato annullato. Chiedo cortesemente una verifica.,Commerciale,bassa
403,Problema con promozione,"Segnalo che il/la promozione necessita revisione. La scadenza è imminente, serve un riscontro.",Commerciale,media
498,Sollecito promozione,Segnalo che il/la promozione è scaduto.,Commerciale,bassa
116,Verifica F24,"Buongiorno, il/la F24 non è stato emesso. Chiedo assistenza. Situazione bloccante, serve risposta immediata.",Amministrazione,alta
440,Modifica reso merce,"Buongiorno, il/la reso merce deve essere aggiornato. Urgente per il cliente. È un errore critico che impedisce l'operatività.",Commerciale,alta
243,Errore aggiornamento firmware,Da ieri il/la aggiornamento firmware è irraggiungibile. Impossibile lavorare.,Tecnico,bassa
493,Richiesta aggiornamento contratto di fornitura,"Gentilmente, il/la contratto di fornitura necessita revisione. Attendo aggiornamento. C'è un ritardo significativo da gestire.",Commerciale,media
95,Richiesta correzione fattura,"Buongiorno, il/la fattura non è stato registrato. Chiedo assistenza. L'anomalia va risolta in tempi brevi.",Amministrazione,media
473,Segnalazione su ordine cliente,Il/la ordine cliente va modificato. Chiedo cortesemente una verifica.,Commerciale,bassa
382,Sollecito listino prezzi,Il/la listino prezzi va modificato. Si prega di intervenire.,Commerciale,bassa
77,Anomalia scadenza fiscale,Segnalo che il/la scadenza fiscale è stato rifiutato e necessita intervento. Attendo riscontro entro oggi se possibile.,Amministrazione,media
487,Sollecito spedizione,Il/la spedizione richiede approvazione. Chiedo cortesemente una verifica. Attendo riscontro entro oggi se possibile.,Commerciale,media
214,Guasto lentezza del PC,"Da ieri il/la lentezza del PC mostra messaggi di errore. Impossibile lavorare. Situazione bloccante, serve risposta immediata.",Tecnico,alta
357,scontistica da rivedere,Il cliente ha segnalato che il/la scontistica va modificato.,Commerciale,bassa
485,Richiesta aggiornamento spedizione,"Gentilmente, il/la spedizione non corrisponde alla richiesta. Attendo aggiornamento.",Commerciale,bassa
269,Guasto stampante di rete,"Ho riscontrato che il/la stampante di rete mostra messaggi di errore. Situazione bloccante, serve risposta immediata.",Tecnico,alta
476,Sollecito preventivo,Il/la preventivo richiede approvazione. Si prega di intervenire. È un errore critico che impedisce l'operatività.,Commerciale,alta
344,Problema con ordine cliente,Segnalo che il/la ordine cliente è stato annullato.,Commerciale,bassa
330,Guasto server aziendale,"Urgente: server aziendale non risponde ai comandi, reparto fermo. L'anomalia va risolta in tempi brevi.",Tecnico,media
499,Modifica scontistica,Segnalo che il/la scontistica non è stato inviato. Sollecito cortesemente una risposta.,Commerciale,media
412,Modifica ordine cliente,Il/la ordine cliente non è stato ricevuto. Chiedo cortesemente una verifica.,Commerciale,bassa
254,Assistenza per errore di sistema,"Ho riscontrato che il/la errore di sistema presenta malfunzionamenti. Situazione bloccante, serve risposta immediata.",Tecnico,alta
285,Guasto server aziendale,Ho riscontrato che il/la server aziendale presenta malfunzionamenti.,Tecnico,bassa
219,Problema con connessione VPN,Ho riscontrato che il/la connessione VPN mostra messaggi di errore.,Tecnico,bassa
348,Segnalazione su offerta commerciale,Il cliente ha segnalato che il/la offerta commerciale contiene errori.,Commerciale,bassa
321,Guasto software gestionale,Da ieri il/la software gestionale non si avvia. Impossibile lavorare. Urgente: il reparto è fermo.,Tecnico,alta
90,Verifica bilancio,In riferimento al/alla bilancio: presenta anomalie. Attendo riscontro.,Amministrazione,bassa
377,Problema con catalogo prodotti,Segnalo che il/la catalogo prodotti è scaduto.,Commerciale,bassa
303,Malfunzionamento backup,Ho riscontrato che il/la backup genera un errore.,Tecnico,bassa
286,Assistenza per software gestionale,Ho riscontrato che il/la software gestionale non si avvia. Urgente: il reparto è fermo.,Tecnico,alta
32,Richiesta correzione contributo INPS,Si richiede la rettifica del/della contributo INPS in quanto presenta anomalie. C'è un ritardo significativo da gestire.,Amministrazione,media
141,Anomalia ricevuta,Segnalo che il/la ricevuta necessita di verifica e necessita intervento.,Amministrazione,bassa
154,Anomalia F24,"Il documento F24 non è stato emesso, si prega di verificare.",Amministrazione,bassa
212,Guasto schermata blu,"Urgente: schermata blu genera un errore, reparto fermo.",Tecnico,bassa
114,Verifica estratto conto,"Il documento estratto conto va ricalcolato, si prega di verificare. L'anomalia va risolta in tempi brevi.",Amministrazione,media
267,database non disponibile,Il/la database si blocca all'avvio da questa mattina.,Tecnico,bassa
427,listino prezzi da rivedere,Segnalo che il/la listino prezzi va modificato.,Commerciale,bassa
74,Verifica nota di credito,"In riferimento al/alla nota di credito: necessita di verifica. Attendo riscontro. Il sistema è down, emergenza.",Amministrazione,alta
155,nota di credito non conforme,"Il documento nota di credito presenta anomalie, si prega di verificare.",Amministrazione,bassa
122,Richiesta correzione rimborso,Il/la rimborso relativo al mese corrente presenta anomalie.,Amministrazione,bassa
165,Segnalazione errore su fattura,In riferimento al/alla fattura: necessita di verifica. Attendo riscontro.,Amministrazione,bassa
414,Modifica lead commerciale,"Gentilmente, il/la lead commerciale contiene errori. Attendo aggiornamento.",Commerciale,bassa
452,Segnalazione su trattativa,Il/la trattativa deve essere aggiornato. Si prega di intervenire. Urgente: il reparto è fermo.,Commerciale,alta
296,Guasto crash applicazione,Il/la crash applicazione ha smesso di funzionare da questa mattina.,Tecnico,bassa
164,Richiesta correzione fattura,Segnalo che il/la fattura necessita di verifica e necessita intervento. Sollecito cortesemente una risposta.,Amministrazione,media
295,password utente non disponibile,Il/la password utente è irraggiungibile. Ho già provato a riavviare. Urgente: il reparto è fermo.,Tecnico,alta
375,Segnalazione su scontistica,Il/la scontistica deve essere aggiornato. Chiedo cortesemente una verifica.,Commerciale,bassa
406,Modifica lead commerciale,"Gentilmente, il/la lead commerciale non corrisponde alla richiesta. Attendo aggiornamento.",Commerciale,bassa
149,partita IVA non conforme,"Si richiede la rettifica del/della partita IVA in quanto non è stato registrato. Situazione bloccante, serve risposta immediata.",Amministrazione,alta
258,rete interna non disponibile,Il/la rete interna ha smesso di funzionare. Ho già provato a riavviare. Urgente: il reparto è fermo.,Tecnico,alta
72,Anomalia F24,Si richiede la rettifica del/della F24 in quanto non è stato registrato. Impossibile lavorare senza risoluzione.,Amministrazione,alta
29,Verifica bilancio,Il/la bilancio relativo al mese corrente deve essere corretto.,Amministrazione,bassa
398,Sollecito consegna,Il cliente ha segnalato che il/la consegna è stato annullato. C'è un ritardo significativo da gestire.,Commerciale,media
387,Segnalazione su listino prezzi,"Buongiorno, il/la listino prezzi deve essere aggiornato. Urgente per il cliente.",Commerciale,bassa
112,Anomalia scadenza fiscale,Il/la scadenza fiscale relativo al mese corrente non corrisponde. L'anomalia va risolta in tempi brevi.,Amministrazione,media
472,Sollecito scontistica,"Segnalo che il/la scontistica è scaduto. La scadenza è imminente, serve un riscontro.",Commerciale,media
120,fattura non conforme,"Il documento fattura va ricalcolato, si prega di verificare.",Amministrazione,bassa
225,Assistenza per crash applicazione,"Il/la crash applicazione è irraggiungibile da questa mattina. Il sistema è down, emergenza.",Tecnico,alta
206,Problema con backup,Da ieri il/la backup presenta malfunzionamenti. Impossibile lavorare. Impossibile lavorare senza risoluzione.,Tecnico,alta
23,Richiesta correzione estratto conto,Si richiede la rettifica del/della estratto conto in quanto risulta errato. È un errore critico che impedisce l'operatività.,Amministrazione,alta
380,Modifica preventivo,"Buongiorno, il/la preventivo non è stato ricevuto. Urgente per il cliente. Attendo riscontro entro oggi se possibile.",Commerciale,media
126,Problema con fattura,Segnalo che il/la fattura necessita di verifica e necessita intervento.,Amministrazione,bassa
25,Verifica rimborso,Si richiede la rettifica del/della rimborso in quanto non è stato emesso.,Amministrazione,bassa
361,Problema con campione gratuito,"Gentilmente, il/la campione gratuito è scaduto. Attendo aggiornamento.",Commerciale,bassa
474,Richiesta aggiornamento campione gratuito,Il/la campione gratuito è stato annullato. Chiedo cortesemente una verifica. Attendo riscontro entro oggi se possibile.,Commerciale,media
307,schermata blu non disponibile,"Il/la schermata blu genera un errore. Ho già provato a riavviare. La scadenza è imminente, serve un riscontro.",Tecnico,media
229,Assistenza per errore di sistema,"Il/la errore di sistema non risponde ai comandi da questa mattina. Situazione bloccante, serve risposta immediata.",Tecnico,alta
18,Richiesta correzione dichiarazione IVA,"Buongiorno, il/la dichiarazione IVA presenta anomalie. Chiedo assistenza. Impossibile lavorare senza risoluzione.",Amministrazione,alta
305,Guasto stampante di rete,Segnalo che stampante di rete non risponde ai comandi. Serve intervento tecnico.,Tecnico,bassa
52,Richiesta correzione ricevuta,Segnalo che il/la ricevuta necessita di verifica e necessita intervento. C'è un ritardo significativo da gestire.,Amministrazione,media
35,bilancio non conforme,"Si richiede la rettifica del/della bilancio in quanto necessita di verifica. Situazione bloccante, serve risposta immediata.",Amministrazione,alta
106,Problema con bonifico,In riferimento al/alla bonifico: presenta anomalie. Attendo riscontro. Urgente: il reparto è fermo.,Amministrazione,alta
124,Verifica nota di credito,Segnalo che il/la nota di credito è stato rifiutato e necessita intervento.,Amministrazione,bassa
9,Verifica ricevuta,In riferimento al/alla ricevuta: non è stato emesso. Attendo riscontro. Urgente: il reparto è fermo.,Amministrazione,alta
483,Sollecito reso merce,Segnalo che il/la reso merce necessita revisione.,Commerciale,bassa
315,database non disponibile,Il/la database non risponde ai comandi da questa mattina. Urgente: il reparto è fermo.,Tecnico,alta
215,Errore firewall,"Urgente: firewall non risponde ai comandi, reparto fermo. Attendo riscontro entro oggi se possibile.",Tecnico,media
467,Problema con piano vendite,Il/la piano vendite non è stato ricevuto. Si prega di intervenire. C'è un ritardo significativo da gestire.,Commerciale,media
415,Sollecito piano vendite,Segnalo che il/la piano vendite non è stato ricevuto.,Commerciale,bassa
489,Sollecito trattativa,Il/la trattativa è stato annullato. Chiedo cortesemente una verifica.,Commerciale,bassa
58,ricevuta non conforme,In riferimento al/alla ricevuta: presenta anomalie. Attendo riscontro.,Amministrazione,bassa
392,listino prezzi da rivedere,"Gentilmente, il/la listino prezzi non corrisponde alla richiesta. Attendo aggiornamento. È un errore critico che impedisce l'operatività.",Commerciale,alta
372,Modifica lead commerciale,"Gentilmente, il/la lead commerciale contiene errori. Attendo aggiornamento. Impossibile lavorare senza risoluzione.",Commerciale,alta
97,Verifica F24,"Buongiorno, il/la F24 va ricalcolato. Chiedo assistenza. La scadenza è imminente, serve un riscontro.",Amministrazione,media
142,Verifica dichiarazione IVA,"Buongiorno, il/la dichiarazione IVA necessita di verifica. Chiedo assistenza. Attendo riscontro entro oggi se possibile.",Amministrazione,media
80,fattura non conforme,In riferimento al/alla fattura: necessita di verifica. Attendo riscontro.,Amministrazione,bassa
178,Assistenza per backup,Il/la backup si blocca all'avvio. Ho già provato a riavviare.,Tecnico,bassa
236,Guasto rete interna,"Segnalo che rete interna richiede aggiornamento. Serve intervento tecnico. Situazione bloccante, serve risposta immediata.",Tecnico,alta
127,Anomalia F24,Il/la F24 relativo al mese corrente risulta errato. Sollecito cortesemente una risposta.,Amministrazione,media
118,Anomalia estratto conto,Si richiede la rettifica del/della estratto conto in quanto va ricalcolato.,Amministrazione,bassa
422,trattativa da rivedere,Segnalo che il/la trattativa va modificato.,Commerciale,bassa
195,Problema con errore di sistema,Segnalo che errore di sistema mostra messaggi di errore. Serve intervento tecnico. C'è un ritardo significativo da gestire.,Tecnico,media
273,crash applicazione non disponibile,Da ieri il/la crash applicazione non risponde ai comandi. Impossibile lavorare. Attendo riscontro entro oggi se possibile.,Tecnico,media
218,Errore backup,Ho riscontrato che il/la backup si blocca all'avvio. Urgente: il reparto è fermo.,Tecnico,alta
